# GRID = {'r': [1.2,1.4,1.6, 1.8], 'allow_forced_l_in_cd': [True, False]},,,,,,,,,,
# BASE = Params(Lsize=60, T=50000, fc=0.5, fd=0.5, fL=None, pi0=5.0, r=1.6, sigma=0.25, alpha=1.0, gamma=10.0, beta=0.1, Min_Res=-10000.0, kappa=1, learn_signal='cumulative', seed=0, allow_forced_l_in_cd=False)
# REPLICAS = 8, T = 50000,,,,,,,,,,,,,,
allow_forced_l_in_cd,r,frac_C_mean,frac_D_mean,frac_L_mean,avg_res_mean,gini_mean,cum_sigma,net_sum_res,,,,,,,
FALSE,1.2,1,0,0,35.999999999999986,0,,,,,,,,,
FALSE,1.6,0.47086805555555555,0.5291319444444444,0,16.121087730299962,0.4080767174057812,,,,,,,,,
FALSE,1.8,0.03965277777777777,0.9603472222222222,0,-6902.508935,0.20017511457969753,,,,,,,,,
FALSE,1.4,0.8655902777777778,0.13440972222222222,0,32.117380323965634,0.08293476821361281,,,,,,,,,
TRUE,1.2,1,0,0,35.999999999999986,6.166192385225216e-20,,,,,,,,,
TRUE,1.4,0.8703819444444445,0.12961805555555556,0,32.33405000393863,0.07828557174531911,,,,,,,,,
TRUE,1.8,0.375,0,0.625,12.626799509948828,0.34939503744311323,,,,,,,,,
TRUE,1.6,0.46076388888888886,0.38131944444444443,0.15791666666666668,17.30962674638791,0.3973243164621048,,,,,,,,,
